Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Notes
2,51,No,6,6,24,review
9,57,No,6,0,53,excellent
3,97,Yes,7,1,74,review
2,60,No,6,6,37,review
1,60,Yes,8,2,31,excellent
8,40,Yes,5,1,29,review
3,42,Yes,5,0,21,review
7,44,Yes,6,6,37,review
1,64,No,7,2,37,review
1,97,Yes,4,5,73,review
9,88,Yes,9,9,87,excellent
8,47,No,,7,45,review
3,56,No,4,5,32,review
6,48,Yes,6,6,35,excellent
3,71,No,4,5,52,excellent
4,45,No,6,6,27,excellent
1,88,Yes,7,4,65,excellent
5,79,No,9,8,64,excellent
1,60,No,4,2,30,excellent
1,46,No,8,5,22,review
7,46,No,7,8,35,excellent
6,86,No,9,0,72,excellent
2,78,Yes,6,4,55,excellent
2,93,No,4,3,71,excellent
7,66,Yes,9,8,60,review
1,47,Yes,5,0,19,review
2,48,No,7,3,25,excellent
,67,No,4,0,55,review
6,54,No,7,2,41,excellent
2,41,No,4,3,17,review
7,46,No,5,0,36,excellent
4,86,No,8,4,71,excellent
2,57,No,5,5,35,review
6,61,No,6,0,48,review
9,89,No,7,9,82,review
9,49,No,8,9,48,excellent
8,93,No,7,3,86,excellent
3,89,No,9,3,69,review
3,72,Yes,4,0,50,review
2,46,No,6,1,22,excellent
5,42,Yes,6,9,25,excellent
,53,Yes,7,4,33,review
7,83,No,6,1,71,review
4,85,Yes,7,2,70,excellent
9,75,No,4,8,71,excellent
2,52,No,4,4,28,excellent
6,55,Yes,7,0,44,review
7,55,No,5,4,46,excellent
,93,Yes,5,2,76,excellent
6,44,Yes,4,0,29,excellent
7,91,No,8,2,84,review
4,64,Yes,5,5,47,review
8,77,Yes,7,9,70,review
9,77,No,,4,73,excellent
1,89,Yes,6,0,63,review
7,77,No,,1,68,review
9,78,No,5,4,74,excellent
5,95,No,8,8,82,review
2,95,No,9,4,77,review
,87,Yes,5,4,77,review
7,80,No,,0,71,excellent
2,65,Yes,5,4,39,excellent
2,98,Yes,6,7,77,excellent
1,52,No,8,8,25,excellent
4,83,No,6,9,63,review
7,90,No,7,2,80,excellent
9,65,Yes,7,3,62,review
3,94,No,4,6,75,review
7,94,Yes,6,6,88,review
7,40,No,6,0,31,review
7,47,No,4,5,36,review
2,43,Yes,7,8,21,review
,60,Yes,7,4,50,excellent
2,61,No,8,7,40,review
,90,No,8,9,81,excellent
3,92,No,9,8,75,review
2,97,Yes,7,9,76,review
6,76,No,9,9,66,review
2,88,No,5,2,59,review
5,42,Yes,6,0,26,review
2,58,No,8,1,33,excellent
3,40,Yes,5,4,19,excellent
3,68,Yes,8,9,49,review
6,62,No,4,6,50,review
6,72,No,6,5,56,excellent
,94,Yes,9,3,74,review
,91,Yes,9,8,72,review
1,80,No,8,3,53,excellent
7,62,Yes,7,2,60,excellent
8,44,Yes,9,4,35,excellent
2,46,No,4,3,22,excellent
4,96,Yes,4,1,80,review
7,97,Yes,7,2,88,review
8,45,Yes,4,6,39,review
1,88,Yes,6,1,63,excellent
4,61,Yes,8,0,44,excellent
6,88,Yes,4,1,72,review
3,52,No,6,7,33,review
5,51,No,7,7,39,review
9,43,No,8,9,45,review
3,47,No,7,1,23,review
5,76,Yes,8,5,63,excellent
8,70,No,4,6,63,excellent
6,76,Yes,4,0,63,review
,84,No,8,6,64,review
,65,Yes,6,7,62,review
3,82,No,6,8,64,review
,47,Yes,6,7,28,review
4,79,No,5,2,60,excellent
9,72,No,9,7,70,review
5,84,No,9,2,70,excellent
8,68,No,9,5,60,excellent
6,44,No,6,3,33,excellent
3,67,Yes,4,6,46,review
8,92,No,5,7,88,excellent
9,79,Yes,6,9,78,review
8,56,No,4,5,47,review
4,94,No,5,9,75,review
6,62,No,4,3,51,excellent
1,84,Yes,8,7,61,review
,48,No,4,6,29,review
8,41,No,5,9,36,review
,71,Yes,6,7,44,review
3,90,Yes,9,9,75,review
,91,Yes,5,6,63,review
9,88,Yes,6,2,85,excellent
2,70,No,6,2,46,review
9,46,Yes,7,8,44,excellent
4,69,Yes,8,6,55,excellent
2,97,No,7,0,76,review
4,42,Yes,9,2,25,excellent
6,90,Yes,5,0,74,excellent
7,90,Yes,7,5,79,excellent
3,95,No,9,1,75,excellent
3,48,Yes,6,6,28,excellent
8,49,Yes,5,7,44,review
,85,Yes,7,5,72,excellent
4,89,No,4,4,72,review
7,97,No,9,9,94,excellent
7,86,Yes,9,3,79,review
9,65,No,8,8,64,excellent
9,40,Yes,4,7,35,review
5,69,No,5,4,54,excellent
8,96,No,,0,90,excellent
1,77,Yes,6,7,52,excellent
9,54,Yes,7,7,50,excellent
8,64,Yes,5,6,58,review
6,45,No,5,6,33,excellent
3,57,Yes,5,7,38,excellent
3,40,No,5,0,17,excellent
8,95,No,9,2,90,excellent
,42,Yes,7,3,32,review
7,56,No,4,5,46,review
5,87,No,6,9,76,excellent
8,47,Yes,6,9,45,excellent
4,99,No,8,8,81,review
,88,No,9,3,66,excellent
3,79,Yes,5,5,59,review
8,56,Yes,5,8,54,excellent
7,64,Yes,5,8,59,excellent
2,80,No,9,5,55,review
,51,No,4,4,36,excellent
9,68,No,5,2,66,excellent
4,64,Yes,8,4,47,review
9,90,No,8,2,89,review
2,75,No,4,4,50,review
2,92,No,9,9,69,excellent
9,93,Yes,5,9,94,review
7,64,Yes,7,0,54,review
7,68,Yes,7,5,60,review
1,50,No,6,6,22,review
6,99,No,4,1,84,excellent
7,43,Yes,7,2,34,excellent
6,53,Yes,6,9,40,review
6,85,No,8,8,78,excellent
2,77,Yes,6,7,56,excellent
6,56,No,,3,45,review
4,41,Yes,5,7,23,review
9,47,Yes,8,7,45,excellent
1,75,Yes,4,5,50,excellent
8,49,No,9,0,37,excellent
5,46,Yes,5,1,29,review
1,75,No,5,3,44,excellent
4,55,Yes,,3,38,excellent
1,53,Yes,6,1,24,excellent
6,55,No,6,8,43,excellent
2,64,No,7,1,39,excellent
5,80,Yes,8,5,70,excellent
7,43,No,4,4,37,review
2,68,Yes,6,3,47,excellent
6,95,No,4,5,85,review
6,45,No,6,3,32,excellent
5,40,Yes,5,8,24,review
,78,Yes,4,9,60,excellent
3,40,No,7,6,20,review
2,90,No,6,2,66,excellent
7,79,Yes,9,9,74,review
1,96,No,8,3,70,review
6,42,No,5,0,25,excellent
6,40,No,6,5,25,excellent
3,40,No,4,1,20,review
,78,Yes,,3,59,review
2,60,Yes,5,4,33,review
9,84,No,8,7,81,excellent
5,69,No,8,2,51,excellent
,71,Yes,8,5,64,excellent
5,72,No,9,0,58,review
7,87,No,5,8,78,review
4,61,No,9,0,43,excellent
8,69,No,9,1,64,review
7,93,No,,0,85,excellent
5,85,Yes,5,7,73,review
6,43,No,5,3,32,excellent
5,62,No,6,1,46,excellent
7,94,No,7,6,85,review
2,83,Yes,9,7,64,excellent
5,64,No,8,8,50,excellent
3,51,No,4,4,29,review
9,56,Yes,9,2,53,review
,92,Yes,4,0,83,excellent
3,54,Yes,6,7,36,review
7,49,Yes,4,5,37,excellent
4,74,No,7,4,57,review
3,94,No,5,6,75,review
,91,No,8,4,84,review
4,91,Yes,4,3,74,review
1,68,No,4,4,40,review
6,51,Yes,6,6,37,review
1,40,Yes,6,5,11,excellent
5,40,No,5,9,28,excellent
7,49,Yes,8,9,40,excellent
6,57,Yes,4,8,47,review
2,86,No,5,9,65,excellent
4,41,No,8,1,22,review
2,88,Yes,5,6,66,review
1,47,No,4,0,19,review
3,61,No,6,7,43,review
3,61,Yes,6,3,41,excellent
7,65,Yes,6,7,56,review
1,65,No,7,7,42,excellent
9,48,No,,3,45,review
6,60,Yes,,3,46,excellent
4,70,No,5,4,51,excellent
3,91,Yes,6,6,74,review
3,82,Yes,9,5,67,excellent
2,45,No,9,0,21,excellent
2,95,No,5,5,73,excellent
5,53,No,8,2,39,excellent
9,72,No,9,8,69,excellent
,46,No,9,2,24,review
2,63,Yes,5,8,36,excellent
6,48,No,7,4,38,review
2,50,Yes,7,9,29,review
4,95,No,6,7,72,excellent
6,62,Yes,4,8,48,review
5,87,No,8,8,71,review
1,90,No,4,6,61,review
6,41,Yes,4,9,29,review
1,54,No,8,0,31,review
3,74,No,7,7,56,excellent
5,75,Yes,9,6,62,review
5,91,Yes,6,3,78,excellent
6,93,Yes,5,5,83,review
8,67,No,7,9,65,excellent
5,78,Yes,,1,65,excellent
1,83,Yes,9,3,59,review
5,43,No,7,7,26,excellent
3,49,No,8,3,32,excellent
4,45,No,4,9,27,excellent
8,96,No,8,3,89,review
7,69,No,9,3,57,excellent
,93,No,5,9,77,excellent
2,85,Yes,8,8,65,review
6,74,Yes,9,1,63,review
6,88,No,4,6,78,review
6,82,Yes,7,2,74,review
,49,Yes,6,3,41,excellent
8,97,Yes,9,0,90,review
8,92,Yes,9,2,88,review
1,71,No,,1,47,excellent
5,81,No,7,9,66,review
,81,Yes,9,6,75,review
,42,No,9,5,29,excellent
5,95,Yes,6,0,80,review
8,65,Yes,4,7,59,review
3,54,No,8,8,34,review
6,56,Yes,7,0,47,excellent
5,66,No,6,4,53,excellent
8,57,No,6,6,50,excellent
4,90,No,8,1,72,review
8,58,No,7,5,54,excellent
2,51,No,7,7,28,excellent
9,63,No,,7,59,review
9,44,No,7,9,40,excellent
6,63,No,9,9,55,excellent
4,66,No,8,7,49,review
4,87,Yes,7,5,70,review
,69,No,4,5,57,review
5,54,Yes,6,2,39,review
6,86,No,,1,75,excellent
7,98,Yes,7,4,87,excellent
7,77,No,8,8,70,review
,83,No,7,3,76,excellent
8,73,No,5,4,68,excellent
,66,Yes,,5,53,review
6,59,Yes,6,5,48,excellent
5,80,No,5,3,63,excellent
1,71,Yes,8,3,47,review
9,43,No,7,7,38,review
9,44,Yes,4,4,43,review
9,92,Yes,9,4,90,review
8,97,Yes,7,8,95,review
,47,No,7,3,24,review
1,61,Yes,7,6,35,excellent
8,81,Yes,9,4,75,excellent
7,46,No,7,8,37,review
5,61,No,,7,46,review
7,85,Yes,9,7,80,excellent
4,69,Yes,9,9,55,excellent
9,76,No,5,9,71,review
2,55,No,8,2,32,review
9,54,No,9,8,51,excellent
9,44,No,5,7,43,review
5,42,No,4,2,23,review
1,62,Yes,8,9,37,review
7,49,No,9,0,40,review
4,44,No,6,4,24,review
,62,Yes,5,3,60,review
6,54,No,4,7,44,excellent
3,57,No,4,5,34,excellent
6,64,No,4,9,51,excellent
6,47,Yes,8,4,39,review
5,70,No,7,8,57,review
2,60,No,6,5,36,excellent
,41,No,8,2,16,excellent
7,61,No,8,5,52,review
2,47,Yes,9,3,25,review
6,62,Yes,5,4,51,review
5,71,No,,5,56,review
4,47,No,4,8,27,review
7,43,No,8,2,33,excellent
8,69,No,,0,60,review
,58,No,5,1,39,excellent
1,62,No,7,7,41,excellent
1,57,No,6,3,35,review
1,92,Yes,4,6,67,excellent
1,68,No,8,1,39,excellent
5,62,Yes,7,9,51,review
4,72,Yes,5,7,56,review
9,91,No,4,9,93,excellent
3,86,Yes,,8,68,excellent
7,57,Yes,9,6,49,excellent
8,93,Yes,9,9,88,review
6,83,No,5,0,72,review
1,72,Yes,4,1,44,review
8,46,Yes,8,8,41,review
,90,No,5,9,69,excellent
8,67,No,7,6,66,excellent
4,40,Yes,4,2,20,excellent
8,95,No,9,4,92,excellent
1,78,No,9,0,53,excellent
3,73,Yes,6,9,50,excellent
,78,Yes,4,2,70,excellent
9,58,Yes,7,3,51,review
2,70,No,7,3,45,excellent
1,52,Yes,6,6,25,review
3,96,Yes,7,4,75,review
4,63,No,4,8,45,review
5,44,No,9,6,29,review
3,62,No,5,1,43,excellent
2,58,No,9,7,38,review
2,40,Yes,9,1,16,excellent
7,72,Yes,4,6,61,review
9,98,Yes,7,4,95,review
,89,No,6,9,65,review
7,95,Yes,6,5,85,excellent
7,72,No,8,3,66,excellent
7,71,No,6,4,61,review
3,98,No,6,4,79,review
7,67,Yes,7,6,59,excellent
1,76,No,5,3,52,review
1,80,Yes,5,4,56,review
5,51,Yes,7,3,37,review
2,48,Yes,6,3,29,review
9,89,No,4,7,84,review
7,94,Yes,9,4,87,review
4,50,Yes,9,8,36,excellent
4,72,No,5,4,56,excellent
2,58,Yes,7,7,34,excellent
5,93,No,4,2,77,excellent
4,96,Yes,6,6,80,excellent
1,81,No,7,0,59,excellent
8,73,No,5,4,68,excellent
,46,No,4,1,26,review
6,70,No,4,7,57,review
,91,No,5,5,72,excellent
9,41,Yes,4,4,36,excellent
7,58,Yes,9,2,51,excellent
9,77,Yes,5,0,76,excellent
3,71,Yes,9,9,51,review
,49,No,7,9,28,review
5,80,No,8,9,69,excellent
3,47,Yes,6,9,30,review
6,65,No,7,7,56,review
8,69,Yes,,4,64,excellent
4,50,No,6,8,33,review
5,80,No,6,6,67,excellent
5,59,Yes,9,0,45,excellent
4,99,Yes,9,0,84,review
4,59,No,5,6,40,review
,48,Yes,8,6,33,review
4,47,Yes,9,8,31,excellent
4,99,Yes,,1,81,review
5,54,Yes,6,6,38,review
2,73,No,7,1,48,excellent
2,63,No,8,9,39,review
9,72,No,8,9,71,review
,80,No,6,1,55,review
6,80,Yes,8,4,70,review
,84,Yes,7,8,65,excellent
5,79,Yes,5,8,65,review
4,66,No,6,9,49,review
7,60,No,4,0,49,excellent
7,44,No,6,6,35,excellent
6,74,No,6,9,62,review
5,60,Yes,5,9,48,excellent
1,43,Yes,9,2,18,excellent
3,88,Yes,9,9,70,review
9,87,No,4,9,83,excellent
1,55,No,4,0,29,excellent
5,96,No,4,1,79,review
2,70,No,9,5,49,excellent
4,65,No,5,9,49,excellent
1,91,No,8,1,63,excellent
3,74,Yes,,1,50,review
,45,No,8,3,36,review
3,72,No,7,2,53,excellent
4,60,No,5,7,39,review
2,55,Yes,8,7,32,excellent
3,86,Yes,9,5,69,review
9,78,No,9,3,74,review
3,73,Yes,4,6,55,excellent
5,81,Yes,,8,72,excellent
2,96,Yes,8,1,72,review
4,99,No,9,5,86,review
7,54,Yes,8,6,47,excellent
7,45,Yes,7,0,34,excellent
3,41,Yes,5,5,24,excellent
5,63,No,9,7,51,review
,95,Yes,6,6,73,review
1,88,No,9,1,68,excellent
5,67,Yes,7,1,52,excellent
9,40,No,9,3,38,review
,40,No,7,4,11,excellent
1,67,No,9,4,41,review
,75,No,7,1,57,excellent
,59,No,4,6,41,excellent
2,87,Yes,8,7,62,review
9,47,Yes,9,1,48,excellent
9,40,Yes,5,3,37,review
2,65,No,4,2,41,review
9,90,No,7,3,91,excellent
,82,No,5,4,73,review
8,88,Yes,4,5,82,excellent
4,64,No,6,1,44,review
2,49,No,9,9,29,excellent
2,51,No,9,5,32,review
9,80,No,7,8,78,excellent
1,46,Yes,4,7,21,excellent
7,51,No,4,0,43,excellent
3,86,No,7,8,69,excellent
3,79,No,6,9,56,review
2,56,No,9,1,31,review
6,44,Yes,8,0,36,excellent
2,53,No,6,5,30,excellent
4,73,Yes,7,0,56,review
,87,Yes,8,5,87,review
9,56,No,4,1,54,excellent
,74,No,6,6,61,excellent
4,94,Yes,6,6,77,excellent
7,40,No,9,3,30,review
1,98,No,9,1,69,review
4,89,Yes,8,6,74,review
5,89,Yes,4,0,72,review
8,75,Yes,6,1,71,excellent
,54,Yes,8,1,30,excellent
,99,Yes,6,0,82,review
6,58,Yes,9,8,51,review
5,90,No,4,5,76,review
9,81,No,4,2,76,excellent
1,44,No,5,5,17,review
3,58,No,8,6,40,review
2,82,No,,2,63,excellent
3,78,No,9,3,60,excellent
9,44,No,9,9,44,excellent
9,91,No,7,0,87,review
2,51,No,6,5,27,excellent
,58,Yes,4,5,30,review
4,86,Yes,6,8,68,excellent
9,51,No,6,1,44,excellent
3,75,No,7,4,53,excellent
7,51,Yes,4,4,40,review
3,57,Yes,5,6,36,excellent
7,88,Yes,9,4,79,review
7,90,No,8,9,86,review
,87,Yes,6,3,85,review
2,82,Yes,7,9,61,excellent
6,73,Yes,7,1,63,review
9,87,No,8,7,82,excellent
,72,Yes,8,4,47,excellent
2,88,No,4,3,66,review
5,57,Yes,6,8,48,excellent
8,96,Yes,,1,90,review
9,68,No,8,2,70,review
2,84,Yes,9,7,64,excellent
5,44,Yes,5,3,27,excellent
7,64,Yes,6,8,58,review
6,63,No,7,9,48,excellent
6,68,No,9,9,57,excellent
7,98,No,8,9,90,review
3,77,Yes,6,9,56,excellent
3,72,No,4,8,50,excellent
9,49,Yes,8,9,48,review
,76,Yes,7,8,74,excellent
,99,Yes,4,0,86,excellent
6,72,Yes,8,5,59,review
,62,Yes,8,9,43,excellent
1,97,Yes,6,5,75,review
4,50,Yes,4,7,32,excellent
2,63,Yes,8,6,44,review
7,63,No,,6,54,excellent
2,46,No,7,1,24,review
2,89,Yes,4,3,61,excellent
5,60,No,9,0,45,review
4,59,No,6,6,44,review
,92,No,5,3,84,review
4,49,Yes,8,8,32,excellent
6,64,No,5,5,50,review
5,86,Yes,8,5,73,excellent
,75,No,9,8,52,excellent
8,87,No,,7,85,excellent
2,86,No,6,5,61,review
9,54,Yes,6,5,52,excellent
9,83,Yes,6,5,82,review
3,79,Yes,4,3,57,excellent
4,79,Yes,4,4,58,excellent
8,89,Yes,8,2,83,review
9,45,Yes,4,8,41,review
3,76,Yes,8,1,58,review
5,41,Yes,4,6,25,review
8,51,Yes,4,0,43,excellent
3,97,No,4,9,74,review
7,43,No,7,6,34,excellent
8,62,Yes,6,1,58,review
3,52,No,7,4,34,excellent
2,56,No,4,0,30,excellent
7,70,Yes,4,4,62,excellent
9,55,Yes,7,3,52,review
1,80,No,9,0,56,excellent
3,65,Yes,8,0,45,review
5,67,No,6,6,51,review
3,40,Yes,8,2,18,excellent
1,86,No,9,9,64,excellent
7,51,Yes,6,8,38,review
7,76,No,5,8,69,excellent
,94,No,,9,89,excellent
5,95,No,8,8,81,review
5,89,No,6,0,76,excellent
5,59,Yes,5,3,38,excellent
1,41,No,5,0,14,review
5,75,Yes,,0,62,excellent
6,54,No,5,8,39,excellent
1,77,Yes,7,4,51,excellent
7,61,No,8,0,53,review
1,83,Yes,7,2,54,excellent
2,89,No,9,6,68,review
2,71,No,7,1,53,review
5,98,Yes,8,3,86,review
7,59,No,9,1,51,excellent
1,75,No,7,8,48,excellent
1,72,No,7,8,50,review
1,54,No,9,6,24,review
6,89,Yes,7,6,79,review
2,85,No,5,1,63,review
1,42,Yes,8,9,13,excellent
6,68,Yes,8,7,54,excellent
2,86,Yes,8,0,61,excellent
6,66,Yes,7,7,58,excellent
8,44,No,5,4,35,excellent
2,98,No,8,3,78,review
,95,Yes,6,9,95,review
8,70,No,8,1,61,excellent
1,61,No,4,2,32,review
7,74,Yes,6,9,66,excellent
6,93,Yes,8,1,83,excellent
6,46,Yes,7,3,35,excellent
6,45,No,8,2,33,review
6,65,Yes,5,4,55,review
7,93,Yes,5,6,87,excellent
3,40,No,8,8,18,excellent
6,58,No,7,4,45,review
3,46,No,7,7,26,excellent
,75,No,,1,66,excellent
7,51,No,,5,44,review
8,59,No,8,7,55,review
2,62,No,4,8,40,excellent
9,64,No,5,3,61,excellent
5,69,Yes,6,3,54,review
9,98,No,6,6,95,excellent
5,68,Yes,,3,56,excellent
7,70,No,9,4,61,excellent
9,57,No,,1,53,review
4,80,Yes,5,1,60,excellent
2,58,No,4,9,35,review
9,93,Yes,9,4,93,excellent
2,43,No,4,9,20,excellent
3,40,Yes,7,9,24,review
2,80,Yes,5,1,54,review
3,98,No,6,5,78,excellent
6,54,Yes,8,5,45,excellent
3,93,Yes,9,7,77,review
8,47,No,9,0,40,review
6,54,No,8,6,44,review
7,54,Yes,5,6,45,review
1,89,No,8,8,66,excellent
,78,Yes,4,3,57,excellent
3,61,Yes,8,6,42,excellent
2,57,Yes,4,5,34,review
7,55,No,4,3,43,excellent
9,41,No,6,9,37,review
4,75,Yes,,7,57,excellent
5,59,Yes,6,2,44,review
3,55,Yes,8,7,35,review
9,42,No,4,4,36,excellent
4,95,Yes,8,3,82,review
5,69,No,9,2,55,excellent
1,94,Yes,9,9,74,excellent
,41,Yes,6,6,19,excellent
9,74,Yes,7,6,72,excellent
2,65,Yes,9,5,42,review
5,96,No,6,2,81,review
,44,No,7,8,38,excellent
3,41,No,5,1,21,excellent
6,90,No,6,2,82,review
4,95,No,9,0,80,excellent
7,59,Yes,9,6,51,review
3,73,No,8,1,53,review
6,73,No,7,9,62,review
9,93,No,9,7,91,review
1,95,No,8,8,71,review
3,94,Yes,7,1,74,review
2,59,Yes,6,5,40,review
8,89,Yes,6,0,83,review
7,64,No,8,7,58,review
2,59,Yes,6,4,38,excellent
6,64,Yes,8,8,56,review
3,92,No,4,2,73,review
8,53,No,7,1,46,review
3,99,No,8,6,82,review
9,86,Yes,7,6,88,review
1,83,No,4,9,56,review
5,82,Yes,7,4,68,excellent
,82,Yes,8,6,63,excellent
6,78,Yes,6,5,71,excellent
2,51,Yes,7,8,27,excellent
9,87,Yes,7,2,85,review
6,44,No,9,3,34,review
7,41,Yes,9,8,33,excellent
,93,Yes,4,9,77,review
9,55,Yes,5,7,50,review
1,94,Yes,6,9,69,review
5,69,Yes,8,5,55,excellent
6,86,No,4,2,76,excellent
,82,Yes,8,8,74,excellent
4,77,Yes,8,8,61,review
1,84,Yes,7,5,60,review
8,90,Yes,4,1,84,excellent
,81,No,4,6,56,excellent
3,63,Yes,,8,43,review
,90,Yes,,8,82,excellent
2,69,Yes,5,2,43,excellent
8,76,Yes,8,1,73,excellent
6,96,No,6,4,81,excellent
7,98,No,9,9,94,review
5,92,No,6,6,74,excellent
9,78,Yes,8,2,76,excellent
5,50,No,7,3,38,excellent
5,53,No,7,9,38,excellent
3,62,No,8,1,42,excellent
,92,No,9,9,71,excellent
2,55,No,9,1,34,review
8,89,Yes,4,6,84,excellent
1,60,No,5,1,32,excellent
7,94,No,7,0,85,review
5,94,No,5,3,76,review
3,43,Yes,6,5,21,excellent
7,72,Yes,6,9,65,review
9,93,No,8,9,92,excellent
2,86,Yes,8,3,69,review
,53,Yes,8,0,49,excellent
9,58,No,9,0,54,review
3,98,Yes,7,8,81,review
2,44,No,5,0,15,review
7,75,No,6,6,66,excellent
5,70,No,5,6,56,review
,84,Yes,7,0,71,review
,57,No,5,0,40,excellent
4,83,No,5,5,66,review
5,70,Yes,9,7,57,excellent
4,94,No,8,6,79,excellent
6,69,Yes,9,5,57,excellent
4,60,Yes,9,9,43,review
2,86,No,5,2,65,excellent
9,69,Yes,5,6,66,review
2,94,No,9,5,74,excellent
9,80,Yes,5,7,76,excellent
6,43,Yes,9,3,30,review
9,44,Yes,4,8,39,review
9,80,Yes,9,0,79,review
3,84,No,6,6,60,review
1,49,No,6,8,24,excellent
1,66,Yes,5,9,42,excellent
3,55,No,9,0,33,review
5,69,No,9,9,57,excellent
3,52,No,8,2,32,excellent
9,75,No,8,6,71,excellent
9,60,No,8,8,58,review
3,84,No,9,0,64,excellent
3,92,No,9,5,72,excellent
5,79,Yes,6,1,64,excellent
2,84,No,7,4,61,review
,54,Yes,5,6,43,review
7,59,Yes,6,6,54,excellent
9,59,Yes,8,9,56,excellent
6,84,No,6,6,75,excellent
3,94,No,6,3,72,review
5,98,Yes,6,5,84,excellent
4,44,Yes,8,9,30,review
5,93,No,7,5,80,review
8,93,No,4,6,82,excellent
8,99,No,5,8,96,review
6,71,Yes,5,5,60,review
1,45,Yes,6,9,19,excellent
8,69,No,,0,62,excellent
8,65,No,8,7,61,review
2,76,Yes,4,1,53,excellent
4,52,No,4,2,34,review
2,68,No,6,4,43,review
4,44,Yes,6,5,27,review
7,64,Yes,8,6,55,review
,52,Yes,,3,51,excellent
8,63,Yes,9,2,58,review
,70,No,8,8,69,excellent
8,59,Yes,6,3,52,excellent
2,94,No,7,8,72,excellent
7,47,No,6,8,38,review
2,99,No,6,2,73,excellent
2,48,Yes,4,2,26,excellent
4,60,Yes,8,7,46,review
1,90,No,5,0,60,review
5,59,No,8,5,43,review
6,54,Yes,9,5,43,excellent
9,65,No,7,8,65,excellent
,93,No,7,1,89,review
,81,No,8,7,60,excellent
1,50,No,8,6,22,review
2,76,No,6,1,53,excellent
7,80,No,,0,70,review
4,50,No,6,3,31,excellent
5,66,No,4,1,52,review
7,69,Yes,4,2,59,review
3,58,Yes,7,1,40,excellent
2,73,No,7,8,50,review
7,77,No,5,3,66,excellent
5,62,Yes,7,0,45,excellent
1,92,Yes,9,7,69,review
1,40,Yes,4,3,13,excellent
9,42,No,5,9,37,review
5,42,Yes,4,7,25,review
1,67,Yes,,7,45,review
7,53,No,8,8,47,excellent
9,91,Yes,5,9,93,review
1,69,No,6,6,40,excellent
,97,Yes,,3,85,excellent
3,93,Yes,9,1,73,review
5,44,Yes,7,5,27,excellent
7,88,Yes,5,3,80,excellent
8,54,Yes,9,5,46,review
2,77,No,7,7,57,review
7,53,No,4,2,43,review
1,53,Yes,,0,25,excellent
7,96,No,7,4,90,excellent
8,98,Yes,8,2,93,review
2,88,Yes,8,5,67,review
9,47,Yes,4,2,44,excellent
,47,Yes,5,0,18,review
6,58,Yes,7,8,46,excellent
1,71,No,4,4,44,review
3,70,No,8,1,47,excellent
6,68,No,8,1,55,excellent
3,80,No,8,8,59,review
,50,Yes,6,0,42,review
5,84,No,6,9,69,review
2,52,Yes,,2,29,review
4,66,Yes,9,9,53,review
9,95,No,5,6,90,excellent
,58,No,6,0,40,review
8,65,Yes,7,1,55,review
5,92,Yes,6,5,78,excellent
1,90,Yes,,8,64,excellent
7,76,No,6,8,68,review
3,87,Yes,8,7,68,excellent
,48,Yes,7,2,44,excellent
3,67,Yes,5,1,45,excellent
1,71,Yes,6,0,47,review
,91,No,6,8,73,review
2,93,No,8,4,71,excellent
4,42,Yes,7,2,25,excellent
1,90,No,9,9,65,excellent
9,71,Yes,8,9,70,review
6,44,No,7,4,33,excellent
8,47,No,6,2,42,excellent
4,53,No,6,8,35,review
,95,No,6,0,90,review
2,42,Yes,,0,17,excellent
9,63,Yes,4,2,59,excellent
5,52,Yes,6,5,36,review
6,82,No,6,1,71,excellent
3,68,No,9,0,45,excellent
4,47,Yes,9,7,31,excellent
6,90,No,7,9,77,excellent
7,81,No,6,8,73,excellent
1,70,Yes,6,9,47,review
7,65,No,7,0,56,review
1,57,Yes,6,2,30,excellent
5,97,No,6,4,84,review
6,57,Yes,8,6,41,excellent
2,96,No,4,9,73,excellent
9,46,No,7,3,41,review
6,87,No,8,5,77,excellent
7,77,No,9,0,63,excellent
8,87,No,5,3,79,review
1,55,Yes,5,7,28,review
8,94,No,9,4,91,excellent
4,95,Yes,,7,76,review
8,99,Yes,5,0,92,excellent
6,72,Yes,4,9,61,review
9,95,No,5,8,92,review
4,90,Yes,5,3,72,review
,42,No,8,8,20,excellent
2,77,No,5,7,54,review
5,43,No,9,7,35,review
9,75,Yes,4,1,67,excellent
3,43,No,6,2,20,review
,81,No,6,9,76,review
4,48,No,6,8,33,review
6,79,Yes,4,2,68,review
,90,Yes,4,7,81,excellent
3,56,Yes,6,4,36,review
5,56,Yes,9,6,46,review
3,72,No,5,3,50,excellent
1,59,Yes,,7,36,excellent
7,53,No,7,3,44,excellent
4,61,Yes,4,4,43,excellent
7,91,No,7,0,79,excellent
3,66,Yes,7,9,44,excellent
5,82,Yes,,7,67,excellent
5,42,Yes,6,6,27,excellent
2,63,No,9,4,39,excellent
2,69,No,8,5,49,review
4,47,Yes,7,0,28,excellent
4,61,Yes,6,7,46,excellent
4,64,Yes,8,8,48,excellent
,99,Yes,7,4,90,review
2,49,Yes,6,9,24,review
6,88,Yes,7,6,75,review
7,68,No,6,9,61,excellent
,79,No,9,3,62,review
8,93,No,5,5,87,review
2,40,No,5,1,13,review
8,91,No,4,3,85,review
5,60,No,8,4,47,excellent
2,78,Yes,7,8,54,excellent
,63,Yes,7,8,57,review
